VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
WA1E2AFY8R,Thurston,Olympia,WA,98512.0,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23.0,0.0,22.0,263239938,POINT (-122.90787 46.9461),PUGET SOUND ENERGY INC,53067010910.0
WAUUPBFF4J,Yakima,Wapato,WA,98951.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16.0,0.0,15.0,318160860,POINT (-120.42083 46.44779),PACIFICORP,53077940008.0
1N4AZ0CP0F,King,Seattle,WA,98125.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,46.0,184963586,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700.0
WA1VAAGE5K,King,Kent,WA,98031.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204.0,0.0,11.0,259426821,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306.0
7SAXCAE57N,Snohomish,Bothell,WA,98021.0,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,208182236,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051922.0
KNDJP3AEXG,Snohomish,Lynnwood,WA,98037.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93.0,31950.0,21.0,209171889,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928.0
1N4AZ1CP7K,Snohomish,Edmonds,WA,98026.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,32.0,478448624,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050900.0
KNDCC3LG4L,Snohomish,Brier,WA,98036.0,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,1.0,281365724,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051914.0
KM8JFDD27S,Kitsap,Bremerton,WA,98311.0,2025,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,23.0,281377456,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091600.0
1C4JJXR6XM,Sauk,Spring Green,WI,53588.0,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,,182273605,POINT (-90.06403 43.17838),NON WASHINGTON STATE ELECTRIC UTILITY,55111000800.0
7SAYGDEE5P,Snohomish,Monroe,WA,98272.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,39.0,229452996,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203.0
5YJSA1S29F,Snohomish,Bothell,WA,98021.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,1.0,199402794,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937.0
5YJ3E1EA0J,King,Seattle,WA,98199.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,36.0,198220151,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005801.0
5YJSA1E1XG,Kitsap,Silverdale,WA,98383.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,23.0,272691345,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091205.0
5UX43EU07R,Snohomish,Mukilteo,WA,98275.0,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,21.0,249829681,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042005.0
5YJSA1E23J,Yakima,Toppenish,WA,98948.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,0.0,15.0,154011287,POINT (-120.31298 46.37508),PACIFICORP,53077940005.0
5YJYGDEEXL,Snohomish,Snohomish,WA,98290.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,44.0,262259161,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052401.0
1N4AZ0CP2E,Kitsap,Bainbridge Island,WA,98110.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,23.0,250505321,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035091001.0
5YJSA1E23G,Thurston,Olympia,WA,98513.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,2.0,240298572,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012331.0
WA1VABGE5K,Kitsap,Bainbridge Island,WA,98110.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204.0,0.0,23.0,4697920,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035091002.0
5YJSA1E4XG,Thurston,Lacey,WA,98516.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,22.0,349844813,POINT (-122.78158 47.05335),PUGET SOUND ENERGY INC,53067012224.0
1FADP5CU8G,Thurston,Olympia,WA,98512.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,35.0,124114602,POINT (-122.90787 46.9461),PUGET SOUND ENERGY INC,53067011000.0
1N4AZ1CP0K,Thurston,Olympia,WA,98501.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,22.0,347436820,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721.0
5YJ3E1EB4K,Yakima,Zillah,WA,98953.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,15.0,267588555,POINT (-120.26226 46.40199),PACIFICORP,53077002202.0
1N4BZ0CP9G,Kitsap,Port Orchard,WA,98366.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,26.0,121314525,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092704.0
5LMYJ8XY6L,Kitsap,Port Orchard,WA,98366.0,2020,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,26.0,259776653,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092500.0
5YJ3E1EB2J,King,Burien,WA,98146.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,34.0,474264997,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700.0
5YJ3E1EB6J,King,Kent,WA,98042.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,47.0,237884993,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031800.0
WMEFJ9BAXH,King,Kirkland,WA,98034.0,2017,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,0.0,45.0,133639404,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904.0
WA1AAAGE9M,Kitsap,Port Orchard,WA,98367.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222.0,0.0,35.0,156660507,POINT (-122.70348 47.52028),PUGET SOUND ENERGY INC,53035092901.0
5YJSA1E45K,Snohomish,Bothell,WA,98012.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270.0,0.0,44.0,249931048,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052007.0
5YJ3E1EB8J,Island,Freeland,WA,98249.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,10.0,442535320,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971800.0
JTJHKCFZ3S,Kitsap,Port Orchard,WA,98366.0,2025,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,0.0,26.0,276482545,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092600.0
5YJSA1E20G,Yakima,Yakima,WA,98901.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,15.0,196516400,POINT (-120.50729 46.60464),PACIFICORP,53077001602.0
5YJ3E1EA4K,King,Seattle,WA,98133.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,46.0,259990475,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602.0
5YJ3E1EC1L,Kitsap,Bainbridge Island,WA,98110.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,0.0,23.0,195702293,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035090700.0
5YJ3E1EB2L,Snohomish,Everett,WA,98203.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,38.0,218203443,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041400.0
5YJSA1CN8D,Snohomish,Mukilteo,WA,98275.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,69900.0,21.0,158250690,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042001.0
1N4CZ1CV4P,Thurston,Lacey,WA,98503.0,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,231018504,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011625.0
KNDPYDDH1S,Snohomish,Lynnwood,WA,98087.0,2025,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,0.0,21.0,278025401,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041816.0
KNDCC3LGXK,King,Burien,WA,98146.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,34.0,3523768,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700.0
1N4AZ0CP7E,Thurston,Yelm,WA,98597.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,2.0,247914271,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412.0
KNDCR3LF5P,Yakima,Yakima,WA,98902.0,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33.0,0.0,14.0,258750306,POINT (-120.51904 46.59783),PACIFICORP,53077000700.0
5YJSA1E20H,Fresno,Fresno,CA,93722.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,,151980573,POINT (-119.88031 36.78069),NON WASHINGTON STATE ELECTRIC UTILITY,6019004211.0
5YJ3E1EB3K,Whitman,Pullman,WA,99163.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,9.0,4651076,POINT (-117.18147 46.73015),AVISTA CORP,53075000400.0
5YJSA1E58P,Yakima,Moxee,WA,98936.0,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,15.0,236432542,POINT (-120.39197 46.55621),PACIFICORP,53077001702.0
5UXKT0C56J,Yakima,Selah,WA,98942.0,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13.0,0.0,15.0,227869477,POINT (-120.53145 46.65405),PACIFICORP,53077003200.0
1N4BZ0CP8H,Thurston,Olympia,WA,98512.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,0.0,35.0,261303234,POINT (-122.90787 46.9461),PUGET SOUND ENERGY INC,53067011901.0
1N4AZ1CP2J,King,Redmond,WA,98052.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,48.0,475849916,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803.0
5YJSA1E2XJ,Kitsap,Port Orchard,WA,98366.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,0.0,26.0,177571971,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092200.0
5YJ3E1EA7J,Snohomish,Bothell,WA,98021.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,1.0,334758462,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926.0
KNDCS3LF3P,Thurston,Lacey,WA,98503.0,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33.0,0.0,22.0,227682549,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011422.0
5YJ3E1EB9J,Snohomish,Lynnwood,WA,98037.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,21.0,153817128,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061050101.0
WBY1Z4C58F,Kitsap,Seabeck,WA,98380.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,0.0,35.0,3572089,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035092000.0
5YJ3E1EA7J,King,Renton,WA,98055.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,11.0,159840285,POINT (-122.20784 47.46004),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805.0
7FCTGBAAXS,Kitsap,Poulsbo,WA,98370.0,2025,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,282839574,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100.0
5YJ3E1EB3L,Snohomish,Everett,WA,98208.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,38.0,132825227,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041605.0
1C4JJXR65P,Kitsap,Port Orchard,WA,98366.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,26.0,224488743,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092300.0
WA1F2AFYXM,Thurston,Olympia,WA,98501.0,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,22.0,172874775,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721.0
WA1E2AFY9R,Yakima,Selah,WA,98942.0,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23.0,0.0,15.0,268102138,POINT (-120.53145 46.65405),PACIFICORP,53077003100.0
1C4JJXP66M,Yakima,Zillah,WA,98953.0,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,15.0,213616364,POINT (-120.26226 46.40199),PACIFICORP,53077002202.0
5YJSA1E1XF,Snohomish,Stanwood,WA,98292.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,10.0,258059693,POINT (-122.37265 48.24159),PUGET SOUND ENERGY INC,53061053102.0
2C4RC1N76J,Thurston,Olympia,WA,98506.0,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33.0,0.0,22.0,120816958,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200.0
5YJ3E1EB0J,King,Issaquah,WA,98027.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,5.0,151547567,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104.0
5YJYGDEF1L,Snohomish,Bothell,WA,98012.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,1.0,122587244,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107.0
5YJSA1E29K,King,Redmond,WA,98052.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270.0,0.0,48.0,478027903,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902.0
5YJ3E1EBXJ,Kitsap,Bremerton,WA,98312.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,35.0,207540847,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080600.0
1G1RA6S59H,Snohomish,Bothell,WA,98012.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,44.0,222383332,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052007.0
1G1FX6S07J,Spokane,Spokane,WA,99203.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,3.0,8804120,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004100.0
3FA6P0PU4G,Thurston,Tenino,WA,98589.0,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,20.0,113085374,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012610.0
JHMZC5F36J,Yakima,Yakima,WA,98908.0,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47.0,0.0,14.0,204845469,POINT (-120.60199 46.59817),PACIFICORP,53077002801.0
1N4BZ1CP7L,Snohomish,Bothell,WA,98012.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,21.0,133721290,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051927.0
1FMCU0E1XR,Snohomish,Snohomish,WA,98290.0,2024,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,0.0,44.0,278308453,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052401.0
YV1BK0EP1M,Kitsap,Bainbridge Island,WA,98110.0,2021,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22.0,0.0,23.0,148283530,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035091002.0
7SAYGDED0T,Thurston,Lacey,WA,98513.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,283417648,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623.0
1N4AZ0CP2D,King,Seattle,WA,98103.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,43.0,200768102,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800.0
KNDC3DLC1P,Thurston,Lacey,WA,98503.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,228635529,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011626.0
1N4AZ0CP1D,King,Shoreline,WA,98155.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,32.0,221188747,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020500.0
JN1AZ0CP7C,Kitsap,Bremerton,WA,98312.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,35.0,250921030,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080600.0
1N4BZ0CP5H,Snohomish,Mukilteo,WA,98275.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,0.0,21.0,336474694,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042001.0
1N4AZ1CP6K,King,Kirkland,WA,98034.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,1.0,272522295,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0
WMEFJ9BAXJ,Thurston,Lacey,WA,98503.0,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,0.0,22.0,248881202,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011200.0
5YJSA1E23J,Thurston,Olympia,WA,98502.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,0.0,35.0,196648210,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902.0
1G1RB6S55H,Kitsap,Poulsbo,WA,98370.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,23.0,349972640,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100.0
5YJ3E1EA6L,Snohomish,Bothell,WA,98012.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,44.0,141793480,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052007.0
1N4AZ1CP6L,King,Issaquah,WA,98027.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.0,0.0,41.0,122134015,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023404.0
7PDSGABL0P,Yakima,Selah,WA,98942.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,15.0,272363724,POINT (-120.53145 46.65405),PACIFICORP,53077003100.0
1G1RE6E47C,Yakima,Yakima,WA,98908.0,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,0.0,15.0,477578370,POINT (-120.60199 46.59817),PACIFICORP,53077003002.0
WVWKP7AU9G,Snohomish,Everett,WA,98201.0,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,0.0,38.0,138264325,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061041500.0
5YJ3E1EB0K,Whitman,Pullman,WA,99163.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,9.0,478451970,POINT (-117.18147 46.73015),AVISTA CORP,53075000300.0
7JDEV3KL9S,Yakima,Wapato,WA,98951.0,2025,VOLVO,EX90,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,277350608,POINT (-120.42083 46.44779),PACIFICORP,53077940001.0
5YJ3E1EB4K,King,Seattle,WA,98121.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,36.0,174870062,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201.0
5YJXCBE41J,Yakima,Yakima,WA,98903.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,14.0,209125255,POINT (-120.47777 46.55666),PACIFICORP,53077002803.0
5YJSA1E5XN,Kitsap,Bremerton,WA,98311.0,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,196425127,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091701.0
5YJSA1E27K,Yakima,Yakima,WA,98902.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270.0,0.0,15.0,474882180,POINT (-120.51904 46.59783),PACIFICORP,53077000301.0
WBY7Z2C56J,King,Kent,WA,98031.0,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114.0,0.0,11.0,167374784,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306.0
KNDJX3AE5H,King,Bellevue,WA,98008.0,2017,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93.0,32250.0,48.0,349787371,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000.0
7SAYGAEE3N,Yakima,Yakima,WA,98902.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,216932075,POINT (-120.51904 46.59783),PACIFICORP,53077000500.0
5YJ3E1EA6H,King,Duvall,WA,98019.0,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,5.0,209203578,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032401.0
5YJXCDE2XJ,Skagit,Mount Vernon,WA,98274.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,10.0,475226090,POINT (-122.32355 48.41566),PUGET SOUND ENERGY INC,53057952403.0
WBY1Z2C52E,Kitsap,Poulsbo,WA,98370.0,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,0.0,23.0,163895798,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100.0
